,home_team,away_team,lm_away,lm_draw,lm_home,knn_away,knn_draw,knn_home,rf_away,rf_draw,rf_home,gb_away,gb_draw,gb_home,lgbm_away,lgbm_draw,lgbm_home,xgb_away,xgb_draw,xgb_home,cb_away,cb_draw,cb_home,sc_away,sc_draw,sc_home,nn_away,nn_draw,nn_home,mean_away,mean_draw,mean_home
30,Belgium,Canada,0.06768193210164285,0.18316009399270838,0.7491579739056489,0.2,0.3,0.5,0.10747103824973299,0.15759712502319287,0.7349318367270747,0.07373420677565361,0.1177433090968949,0.8085224841274515,0.07636051036049385,0.15860720922328234,0.7650322804162238,0.09152534,0.083798245,0.82467645,0.12009624970094056,0.23109145386366847,0.6488122964353911,0.025391879,0.12883708,0.8457711,0.00010102386,5.874943e-07,0.99989843,0.0847069086890831,0.15120390023325683,0.7640892037399296
31,Belgium,Morocco,0.08787816001632491,0.2517804375094504,0.6603414024742248,0.0,0.3,0.7,0.14647085856527156,0.23011089601350468,0.6234182454212244,0.14710571284802254,0.17023076478455038,0.6826635223674271,0.12472619941852925,0.2490088529056596,0.6262649476758111,0.16882193,0.09471413,0.7364639,0.07084995915179675,0.2627992486408105,0.6663507922073928,0.13191028,0.09875434,0.76933545,0.0030210095,8.190372e-06,0.9969708,0.09786490108640701,0.18415631740298316,0.7179787817791128
32,Belgium,Croatia,0.17786217309526944,0.28898796484867606,0.5331498620560544,0.0,0.1,0.9,0.1136001167229153,0.18565412280343796,0.7007457604736465,0.11122820869166236,0.13579447726071517,0.7529773140476225,0.11068669776618235,0.1391286417549205,0.7501846604788971,0.102594905,0.07145753,0.8259475,0.06270021720796806,0.13542486793259886,0.8018749148594331,0.16533576,0.095501125,0.7391631,0.0110759195,2.6914957e-05,0.98889714,0.0950093330111261,0.12799729355487954,0.7769933645051816
33,Canada,Morocco,0.2651856001671923,0.35250021021211614,0.3823141896206916,0.4,0.2,0.4,0.382339188498912,0.25180498754691294,0.3658558239541751,0.39573557113725505,0.2822525156712071,0.32201191319153777,0.2871014056413725,0.32548789274511347,0.38741070161351415,0.35887805,0.30380028,0.3373217,0.2964910522397033,0.13977819655847668,0.5637307512018201,0.2150558,0.31720138,0.4677428,0.8153471,0.0004769494,0.18417598,0.3795704147716389,0.2414780458854806,0.37895154022569666
34,Canada,Croatia,0.4293832815955355,0.32367541017172674,0.24694130823273777,0.7,0.3,0.0,0.4497251734661505,0.2797570995527968,0.2705177269810529,0.43477433204755683,0.2591488195663017,0.3060768483861415,0.47700791018001004,0.24962409485336484,0.2733679949666251,0.47224814,0.2560481,0.2717037,0.3998012842715918,0.24004616831744485,0.3601525474109635,0.22725984,0.33679202,0.43594813,0.94194174,0.0004938719,0.05756445,0.5035713001364754,0.24950951105337182,0.24691918870020496
35,Morocco,Croatia,0.3219370381225066,0.34809036098593055,0.32997260089156283,0.4,0.4,0.2,0.28411879842677884,0.28281394166423807,0.43306725990898315,0.20557883716083183,0.26076707532242094,0.5336540875167474,0.27127508455949034,0.28300514510543234,0.44571977033507737,0.2773815,0.28161964,0.44099885,0.23758900900909602,0.15485292150818641,0.6075580694827176,0.3265304,0.41380244,0.25966716,0.25656393,0.00041994845,0.7430162,0.28677495616256227,0.26948571957549,0.4437393313212435
36,Brazil,Serbia,0.10779616015946376,0.2539761789945547,0.6382276608459815,0.0,0.2,0.8,0.11588533629940354,0.20269475819719898,0.6814199055033984,0.08724445959474425,0.11676954672952926,0.7959859936757265,0.08924604088504576,0.11824889642540176,0.7925050626895525,0.07302834,0.061368022,0.8656036,0.042340534194365356,0.08387863363819081,0.8737808321674438,0.036467277,0.15203105,0.8115017,0.001426904,4.62982e-06,0.9985684,0.06149278361988032,0.13210796833903662,0.8063992420114364
37,Brazil,Switzerland,0.11994991703629107,0.25147314373085883,0.6285769392328502,0.0,0.1,0.9,0.06640173969948628,0.19805138853350207,0.7355468717670124,0.07756352340974963,0.13402022036046404,0.7884162562297864,0.04810888370463889,0.1098470301859227,0.8420440861094384,0.041585248,0.054007675,0.9044071,0.019363899022904998,0.14913377119746973,0.8315023297796253,0.060450014,0.42334414,0.51620585,0.0022673046,6.312135e-06,0.9977264,0.048410058793195355,0.15776485299183568,0.7938250883550313
38,Brazil,Cameroon,0.034963520626513256,0.17968786126825437,0.7853486181052324,0.0,0.3,0.7,0.0446362740429427,0.2443229279103588,0.7110407980466994,0.07089211607121369,0.14817798420595948,0.7809298997228268,0.09477561929619178,0.19742231732268253,0.7078020633811256,0.06409765,0.0574066,0.8784957,0.01842899824467504,0.24902227040261357,0.7325487313527114,0.053632665,0.115968294,0.83039904,3.9714254e-05,2.6175846e-07,0.99996006,0.0423851731455733,0.16577872420830503,0.7918361005678727
39,Serbia,Switzerland,0.2991466124801738,0.2890947266004592,0.411758660919367,0.3,0.4,0.3,0.3256041146261693,0.27609587401869756,0.3983000113551339,0.27334028564928303,0.30554269689140157,0.42111701745931546,0.26559657622823896,0.2610188331759379,0.4733845905958231,0.24651021,0.28621912,0.46727064,0.3237651241831455,0.1718415484516364,0.504393327365218,0.31209385,0.29590756,0.39199862,0.28908068,0.00019268141,0.7107267,0.2927930504652459,0.25399033750991024,0.4532166163807173
40,Serbia,Cameroon,0.10788703178404155,0.25558611027835576,0.6365268579376028,0.1,0.5,0.4,0.20516421022970366,0.29345991303464414,0.501375876735653,0.2119006457294695,0.31683422579093573,0.47126512847959484,0.16861249038615278,0.36990161849318015,0.46148589112066724,0.1758162,0.3060019,0.5181819,0.06431688410127968,0.4917535804459322,0.44392953545278807,0.11002054,0.13700984,0.75296956,0.007058273,1.1138087e-05,0.99293053,0.12786402990865187,0.2967287035489338,0.5754072560318895
41,Switzerland,Cameroon,0.09656696635206118,0.2644892764626975,0.6389437571852413,0.0,0.2,0.8,0.15607374052687828,0.2640104231666481,0.5799158363064739,0.1507352528702785,0.2895489117672557,0.5597158353624658,0.18875717060233685,0.3305195163573824,0.48072331304028076,0.23112564,0.28781304,0.4810614,0.10883157248767965,0.24593740394118355,0.6452310235711368,0.09563249,0.35405532,0.5503122,0.004825992,8.974071e-06,0.995165,0.11472764736312725,0.24848698429508953,0.6367853751026636
42,Portugal,Ghana,0.03906100310595443,0.18503636362380638,0.7759026332702391,0.0,0.2,0.8,0.053058003164809055,0.2247846370141432,0.7221573598210483,0.06333797929110466,0.22548963115604514,0.7111723895528501,0.07618379306476934,0.1925130562645769,0.7313031506706539,0.0584028,0.21728347,0.72431374,0.03489955865156024,0.14017392732218922,0.8249265140262505,0.014797864,0.10130999,0.8838922,0.0001403687,9.621663e-07,0.9998586,0.03776459651157542,0.16517689359320042,0.7970585088467789
43,Portugal,Uruguay,0.2089728145324863,0.2626055534015942,0.5284216320659195,0.1,0.4,0.5,0.18237659059530428,0.2109470175588988,0.6066763918457974,0.16782820884583224,0.24588178723177437,0.5862900039223933,0.17173767774451731,0.22921045975710833,0.5990518624983743,0.13437943,0.20583577,0.6597848,0.3095070379868301,0.14499190599962844,0.5455010560135415,0.24706797,0.27902427,0.4739077,0.028431416,3.312956e-05,0.97153544,0.17225568332065147,0.21983665568962468,0.6079076548423481
44,Portugal,South Korea,0.08867305555546977,0.21289390571804956,0.6984330387264807,0.1,0.2,0.7,0.09192033618102395,0.22044588595941095,0.6876337778595653,0.09027064178930218,0.19664565736086587,0.713083700849832,0.06463117335271634,0.21761225643735613,0.7177565702099276,0.09650802,0.22789352,0.6755985,0.14528528836588714,0.15904612297167078,0.6956685886624421,0.13648961,0.41808796,0.44542244,0.0007315577,1.3950437e-06,0.99926704,0.09050107627613933,0.20584741102243387,0.7036515178797612
45,Ghana,Uruguay,0.5635040565503355,0.25550835734700084,0.1809875861026636,0.6,0.0,0.4,0.4741743331969299,0.24431599579547514,0.28150967100759505,0.4851962574139234,0.26785467286563125,0.24694906972044534,0.4575137789199402,0.31860043823438255,0.22388578284567728,0.42062953,0.29018697,0.28918353,0.44414354313968846,0.22268896062320842,0.3331674962371031,0.51331574,0.3312553,0.15542902,0.9482533,0.0002826693,0.05146397,0.5451922790641454,0.2145214836131214,0.24028623585784045
46,Ghana,South Korea,0.3488281272604353,0.3021878516361133,0.34898402110345145,0.1,0.5,0.4,0.2757288520810078,0.30235437596549514,0.42191677195349764,0.2678976578993159,0.26064951360913347,0.47145282849155057,0.26745962607807366,0.3031769730292512,0.4293634008926752,0.34556848,0.23236616,0.42206535,0.2340207184475301,0.268552999243612,0.4974262823088578,0.3631564,0.3453835,0.29146016,0.315463,0.00015389532,0.68438315,0.27979143049352917,0.2794250292729215,0.4407835513932514
47,Uruguay,South Korea,0.08973501294908548,0.22316159531526758,0.6871033917356468,0.2,0.4,0.4,0.12545337892554842,0.2707955556524334,0.6037510654220178,0.12443561985756109,0.28151155602342526,0.5940528241190136,0.09093072942734015,0.2983072307259609,0.610762039846699,0.09606736,0.25610292,0.6478297,0.023020458221457443,0.10357827366127323,0.8734012681172694,0.1872164,0.14523643,0.66754717,0.0025464715,6.4374935e-06,0.99744713,0.10437838150648925,0.2198555556669766,0.6757660666766273
