,home_team,away_team,lm_away,lm_home,knn_away,knn_home,rf_away,rf_home,gb_away,gb_home,lgbm_away,lgbm_home,xgb_away,xgb_home,cb_away,cb_home,sc_away,sc_home,nn_away,nn_home,mean_away,mean_home
29,Germany,Japan,0.3230460193034445,0.6769539806965555,0.4444444444444444,0.5555555555555556,0.3134034500815996,0.6865965499184011,0.31517666084447815,0.6848233391555218,0.3138852627342884,0.6861147372657116,0.281865,0.718135,0.2534862506062824,0.7465137493937176,0.22590095,0.77409905,0.13506307,0.86493695,0.28958567820728426,0.7104143234484004
30,Belgium,Canada,0.23966134711464893,0.7603386528853511,0.5555555555555556,0.4444444444444444,0.27902325317177273,0.720976746828228,0.2675753206100824,0.7324246793899176,0.2573293902305551,0.7426706097694449,0.20354998,0.79645,0.5169584558595793,0.48304154414042066,0.20365936,0.79634064,0.03923647,0.9607635,0.2847276811507547,0.7152723171935609
31,Belgium,Morocco,0.3239479812292117,0.6760520187707884,0.2222222222222222,0.7777777777777778,0.3732347804413042,0.6267652195586957,0.26195254084876873,0.7380474591512313,0.40049657016877915,0.5995034298312208,0.29951984,0.70048016,0.5788295606522637,0.42117043934773635,0.30915326,0.69084674,0.18679042,0.8132096,0.3284607969856428,0.6715392046700418
32,Belgium,Croatia,0.4734150711098921,0.5265849288901079,0.1111111111111111,0.8888888888888888,0.31828734814942905,0.6817126518505706,0.3021597173161852,0.6978402826838148,0.2906302593910578,0.7093697406089422,0.3058098,0.6941902,0.14095536285415938,0.8590446371458407,0.30293953,0.69706047,0.4225786,0.5774214,0.2964318670005421,0.7035681363108272
33,Canada,Morocco,0.6219302426955126,0.37806975730448755,0.5555555555555556,0.4444444444444444,0.6498243105903834,0.3501756894096161,0.682345795254888,0.31765420474511197,0.6651862912585932,0.3348137087414068,0.6382475,0.3617525,0.19999948409591403,0.800000515904086,0.62378776,0.37621227,0.90055,0.099450015,0.615269659770526,0.38473034602437006
34,Canada,Croatia,0.7552841312300759,0.24471586876992402,1.0,0.0,0.7338599493619161,0.2661400506380843,0.5411223708843327,0.4588776291156674,0.7216258211792415,0.27837417882075854,0.7383329,0.26166707,0.5464439333774657,0.4535560666225343,0.72611046,0.27388957,0.96650064,0.0334993,0.7476978035055046,0.25230219318312624
35,Morocco,Croatia,0.6772300437322395,0.32276995626776056,0.7777777777777778,0.2222222222222222,0.5594314618627533,0.4405685381372469,0.3737291352351114,0.6262708647648886,0.5963055349518563,0.40369446504814366,0.5387503,0.4612497,0.4770412895945668,0.5229587104054331,0.4747721,0.5252279,0.8414322,0.1585678,0.5907188714987192,0.40928113015696543
36,Brazil,Serbia,0.3534281585419939,0.6465718414580062,0.2222222222222222,0.7777777777777778,0.30129666391052456,0.6987033360894751,0.1573579928219193,0.8426420071780807,0.2656734323903869,0.7343265676096131,0.34581387,0.6541861,0.15397295407617878,0.8460270459238213,0.307788,0.692212,0.106373705,0.89362633,0.24599189041944747,0.7540081137197638
37,Brazil,Switzerland,0.36836504345761917,0.6316349565423808,0.1111111111111111,0.8888888888888888,0.27165071708316146,0.7283492829168389,0.13080739569146838,0.8691926043085316,0.18899039477089485,0.8110096052291051,0.21173227,0.78826773,0.1044303402885449,0.8955696597114551,0.16194826,0.83805174,0.13022014,0.8697799,0.18658396437427927,0.8134160389370899
38,Brazil,Cameroon,0.17835515284194967,0.8216448471580504,0.3333333333333333,0.6666666666666666,0.2954164349665018,0.704583565033499,0.1779245491238376,0.8220754508761624,0.24114425240261983,0.7588557475973802,0.2609942,0.7390058,0.38684308169916437,0.6131569183008356,0.27947766,0.72052234,0.017890798,0.9821092,0.2412643837912329,0.7587356147600431
39,Serbia,Switzerland,0.5976791371350924,0.4023208628649077,0.6666666666666666,0.3333333333333333,0.5883977185757918,0.4116022814242087,0.46573404503077287,0.5342659549692271,0.6037926689565627,0.3962073310434373,0.6470008,0.3529992,0.6501512600754,0.34984873992459986,0.7004995,0.29950052,0.7793478,0.2206522,0.6332521709390608,0.36674782574957004
40,Serbia,Cameroon,0.35606371133485576,0.6439362886651442,0.5555555555555556,0.4444444444444444,0.4855491302273705,0.5144508697726295,0.54927881704137,0.4507211829586299,0.43862196967630274,0.5613780303236973,0.5195041,0.48049596,0.6668053525831991,0.33319464741680094,0.5014957,0.49850425,0.30058014,0.69941986,0.4859393855094619,0.514060614490538
41,Switzerland,Cameroon,0.3462315405691465,0.6537684594308535,0.1111111111111111,0.8888888888888888,0.4173417722930843,0.5826582277069162,0.4680872993203753,0.5319127006796247,0.43504997634134424,0.5649500236586558,0.42710996,0.57289004,0.3639925508270882,0.6360074491729119,0.330226,0.669774,0.27050656,0.7294934,0.3521840857921811,0.6478159075850806
42,Portugal,Ghana,0.19147229029898713,0.808527709701013,0.2222222222222222,0.7777777777777778,0.2890148799393056,0.7109851200606951,0.3259687115198219,0.6740312884801781,0.28993992430838234,0.7100600756916177,0.2914707,0.7085293,0.21236578434115766,0.7876342156588423,0.19859111,0.8014089,0.030929318,0.9690707,0.22799721665345946,0.7720027823117379
43,Portugal,Uruguay,0.4801292648735266,0.5198707351264734,0.5555555555555556,0.4444444444444444,0.3950703930464543,0.6049296069535459,0.4861253847557082,0.5138746152442918,0.3880568149374122,0.6119431850625878,0.3772564,0.6227436,0.5981469738991295,0.4018530261008705,0.47704875,0.52295125,0.46727014,0.53272986,0.469406630119111,0.5305933698808892
44,Portugal,South Korea,0.29146783534954396,0.7085321646504561,0.2222222222222222,0.7777777777777778,0.30258475873802126,0.6974152412619795,0.26879809417906986,0.7312019058209301,0.31822309893317013,0.6817769010668299,0.2916929,0.7083071,0.3442572354561195,0.6557427645438805,0.19682193,0.8031781,0.08282698,0.91717297,0.25765500721548373,0.7423449869896204
45,Ghana,Uruguay,0.8085983513207264,0.19140164867927348,0.6666666666666666,0.3333333333333333,0.7576780486093374,0.2423219513906608,0.7746763067833526,0.22532369321664736,0.7746093005793672,0.22539069942063283,0.7177196,0.2822804,0.757707536535241,0.242292463464759,0.6509718,0.34902823,0.9750748,0.024925137,0.7648558247731189,0.23514417129463
46,Ghana,South Korea,0.652985249367246,0.347014750632754,0.5555555555555556,0.4444444444444444,0.552977498635473,0.44702250136452754,0.6055782461411441,0.39442175385885586,0.5445003201077752,0.4554996798922248,0.58932084,0.41067916,0.7604967806455379,0.23950321935446212,0.5896754,0.4103246,0.80110306,0.19889694,0.6280214412071571,0.37197856210421215
47,Uruguay,South Korea,0.2992799831522747,0.7007200168477253,0.6666666666666666,0.3333333333333333,0.39950811738231196,0.6004918826176886,0.320680914021797,0.679319085978203,0.3608849937055355,0.6391150062944645,0.39407408,0.6059259,0.1648358929793199,0.83516410702068,0.45315236,0.54684764,0.10264626,0.8973537,0.35130325225200654,0.6486967444366243
