iter	MultiClass
168	0.7560727502
169	0.7550829877
170	0.7544641822
171	0.7534629022
172	0.7523141409
173	0.7512141153
174	0.750664094
175	0.7502742757
176	0.7497636718
177	0.7495030671
178	0.7485336095
179	0.7479239907
180	0.7473854079
181	0.7464306348
182	0.74553912
183	0.7446034428
184	0.744198608
185	0.7437181302
186	0.7426688213
187	0.7419180883
188	0.7410101046
189	0.7404902762
190	0.739849835
191	0.7389361447
192	0.7381899951
193	0.7377274656
194	0.7374166498
195	0.7366303452
196	0.7361353314
197	0.7353306524
198	0.7347956949
199	0.7341394707
200	0.7337010852
201	0.7329576
202	0.7322635294
203	0.731065262
204	0.7301550465
205	0.7293574383
206	0.7287912625
207	0.7279905575
208	0.7275487372
209	0.7269182382
210	0.7262555818
211	0.7257256243
212	0.7248250494
213	0.7241456359
214	0.7238162369
215	0.7230137078
216	0.7221985956
217	0.7213538773
218	0.7207486604
219	0.720062519
220	0.7191358501
221	0.717966201
222	0.7170853206
223	0.7167223957
224	0.7162589796
225	0.7157295336
226	0.7151639123
227	0.7146201292
228	0.7142521039
229	0.7135156509
230	0.7129710077
231	0.7123304014
232	0.711649864
233	0.7108783584
234	0.710060467
235	0.7096795962
236	0.7091763408
237	0.708263443
238	0.7078569616
239	0.7074352044
240	0.7066293278
241	0.7059776396
242	0.7053236148
243	0.7044624128
244	0.7038184641
245	0.7030740995
246	0.7024343647
247	0.7021496565
248	0.7014653238
249	0.7006905598
250	0.700316481
251	0.6996631734
252	0.6991016077
253	0.6983212376
254	0.6978798886
255	0.697428122
256	0.6969965853
257	0.6965363347
258	0.6958012323
259	0.6947842026
260	0.6944131677
261	0.6941023316
262	0.6934813499
263	0.6929496196
264	0.6923899208
265	0.6917494792
266	0.6909920366
267	0.690644663
268	0.6903286814
269	0.6898332751
270	0.6895683638
271	0.688814916
272	0.6882733458
273	0.6879006091
274	0.68712614
275	0.6860663087
276	0.6853998842
277	0.6848954867
278	0.6841744735
279	0.6835546581
280	0.682997461
281	0.6826194478
282	0.6820178251
283	0.6814387909
284	0.6809995301
285	0.6803576836
286	0.6792157036
287	0.6788557028
288	0.6781178283
289	0.6771491383
290	0.6764061739
291	0.676082602
292	0.6756218539
293	0.6750217253
294	0.6744779092
295	0.6733797128
296	0.6728835113
297	0.6724275444
298	0.6719238179
299	0.6713164711
300	0.6708121667
301	0.6704559325
302	0.669880421
303	0.6689508523
304	0.6683656652
305	0.6678325766
306	0.6674973306
307	0.6669478319
308	0.6666793953
309	0.6662560398
310	0.6658607281
311	0.665415409
312	0.6650938346
313	0.6645698487
314	0.66393905
315	0.6632657925
316	0.6625766224
317	0.6621815982
318	0.6615574888
319	0.6609749838
320	0.6599594692
321	0.6591827395
322	0.6585993098
323	0.6578146479
324	0.6572423279
325	0.6565403731
326	0.6559897176
327	0.6553084335
328	0.6547213909
329	0.6540402137
330	0.6536771933
331	0.6529112426
332	0.6525029521
333	0.6520813208
334	0.6514556092
335	0.650877356
336	0.6500344484
337	0.6499139519
338	0.6495509125
339	0.6488804235
340	0.6481205913
341	0.647537773
342	0.6469077552
343	0.6464383368
344	0.6459909016
345	0.6453919517
346	0.6446710836
347	0.644008618
348	0.6435363328
349	0.6428170901
350	0.6424816737
351	0.6418011035
352	0.6411250805
353	0.640510959
354	0.6399549789
355	0.6395635714
356	0.6390871494
357	0.638543213
358	0.6381950389
359	0.6377875231
360	0.6370006047
361	0.6365794588
362	0.6360698443
363	0.6353915948
364	0.6346968492
365	0.6342339664
366	0.6338646264
367	0.6332436299
368	0.632795636
369	0.6324137705
370	0.6317313212
371	0.6308117526
372	0.6304273566
373	0.6297330576
374	0.6292917314
375	0.6287171287
376	0.6281526186
377	0.6275100399
378	0.6269214802
379	0.6263275807
380	0.6256823703
381	0.625029146
382	0.6243911577
383	0.6241509566
384	0.6235662562
385	0.6229716335
386	0.6228001953
387	0.6224239733
388	0.6217703865
389	0.6210603382
390	0.6205554355
391	0.6200158782
392	0.6195881885
393	0.6193301518
394	0.6188365923
395	0.618292431
396	0.6179220378
397	0.6172192135
398	0.6167486128
399	0.6163525559
400	0.6155311878
401	0.6149106398
402	0.6144751878
403	0.6140419299
404	0.6134847815
405	0.6130147137
406	0.6125768915
407	0.6118728067
408	0.6115172595
409	0.6111123957
410	0.6104836927
411	0.6099976565
412	0.6096587556
413	0.6091342311
414	0.6086096841
415	0.6081576071
416	0.6077293169
417	0.6073514336
418	0.6070056929
419	0.6065627307
420	0.6060781042
421	0.6057175539
422	0.6052692381
423	0.604705999
424	0.6040919549
425	0.6038365552
426	0.603312052
427	0.6025579703
428	0.6021818965
429	0.6014720855
430	0.6012285868
431	0.6008270452
432	0.6003571116
433	0.5998484537
434	0.5995257941
435	0.599206287
436	0.5988085934
437	0.5983936832
438	0.5979264902
439	0.5973827218
440	0.596740197
441	0.5961398718
442	0.5956490138
443	0.5953661344
444	0.5949528599
445	0.5946162601
446	0.5941006252
447	0.5937202518
448	0.5931607199
449	0.592739145
450	0.5924223696
451	0.5919525078
452	0.5913728766
453	0.5911102058
454	0.5908667551
455	0.590449678
456	0.5902318819
457	0.5899080815
458	0.5895875474
459	0.5894312453
460	0.5888478366
461	0.5884369449
462	0.5879835582
463	0.587409916
464	0.5869442801
465	0.5866688119
466	0.5864435159
467	0.5860581627
468	0.5857083349
469	0.5850100744
470	0.5847373692
471	0.5842559568
472	0.5837063923
473	0.5830526676
474	0.5823926157
475	0.5818560351
476	0.5812336692
477	0.5807628755
478	0.580190499
479	0.5797527371
480	0.5796014199
481	0.5790431715
482	0.5786540182
483	0.5780722288
484	0.5777599247
485	0.5771060269
486	0.576781509
487	0.5761809151
488	0.5757144688
489	0.5753640627
490	0.5747211016
491	0.5742563815
492	0.5739699864
493	0.5734959266
494	0.5729441453
495	0.5726694604
496	0.5722283906
497	0.571766327
498	0.5712404402
499	0.5707421496
500	0.5702454225
501	0.5699506881
502	0.5693564889
503	0.5689076515
504	0.5683299009
505	0.5679098738
506	0.5675668215
507	0.5669464647
508	0.5662307765
509	0.5658837109
510	0.5652266636
511	0.5648921988
512	0.5647811174
513	0.5644302003
514	0.5639711112
515	0.5634658997
516	0.5629023284
517	0.5622345267
518	0.5617744329
519	0.5612751166
520	0.5609355454
521	0.5606110763
522	0.5601866577
523	0.5596102002
524	0.5592198204
525	0.5587449611
526	0.5582930812
527	0.5578844039
528	0.557385953
529	0.5569339093
530	0.5565557562
531	0.5561141208
532	0.5557156064
533	0.5552614093
534	0.5548436785
535	0.5544532425
536	0.5540866367
537	0.5535584504
538	0.5532253643
539	0.5528325874
540	0.5524350159
541	0.5519761179
542	0.5514325554
543	0.5511877056
544	0.5508972302
545	0.5503947625
546	0.5498095285
547	0.5492013266
548	0.5489438308
549	0.5485272152
550	0.5481933934
551	0.5478564757
552	0.5473225372
553	0.5469996386
554	0.5466643675
555	0.5461132265
556	0.5456330479
557	0.5453220046
558	0.5449968173
559	0.5446499131
560	0.5442235406
561	0.5436931847
562	0.5432695541
563	0.5428803824
564	0.5425857995
565	0.5423042731
566	0.5420625193
567	0.5415700511
568	0.5412604183
569	0.541002194
570	0.5407929684
571	0.5405096384
572	0.5400195301
573	0.5396330503
574	0.5393175402
575	0.5388340067
576	0.5384981023
577	0.5379693382
578	0.5373972642
579	0.5369853882
580	0.5365410372
581	0.5360093908
582	0.5358135828
583	0.5352476364
584	0.5349435793
585	0.5345847256
586	0.534304681
587	0.5340270146
588	0.5338269043
589	0.5334855283
590	0.5332009605
591	0.5327935765
592	0.5325484895
593	0.5322707804
594	0.5319216005
595	0.5317420771
596	0.5314866619
597	0.5310646897
598	0.530774722
599	0.5304681446
600	0.5300902168
601	0.5297613955
602	0.5294173865
603	0.5290916978
604	0.5286424396
605	0.5284587477
606	0.5280879798
607	0.5276892094
608	0.5273607526
609	0.5267994098
610	0.5265143782
611	0.5261236165
612	0.5256488994
613	0.5254248893
614	0.5249990629
615	0.5246517072
616	0.524415317
617	0.524046086
618	0.5237443831
619	0.5234172073
620	0.5230619544
621	0.5225742317
622	0.5220884201
623	0.521637626
624	0.5214591677
625	0.5211879789
626	0.5209821495
627	0.5207491698
628	0.52026408
629	0.5198827089
630	0.5196938176
631	0.5193025278
632	0.518991185
633	0.5186198493
634	0.5182901245
635	0.5179890934
636	0.5176058517
637	0.5170828109
638	0.5168215016
639	0.5165056139
640	0.5160672616
641	0.5158572059
642	0.5155289473
643	0.5152117066
644	0.5147711024
645	0.5143860403
646	0.5139583092
647	0.5135783523
648	0.5132845664
649	0.5129570982
650	0.5127433114
651	0.5122934533
652	0.5121571892
653	0.5118888635
654	0.5114316225
655	0.5110454799
656	0.5106781953
657	0.5104798424
658	0.5101758002
659	0.5099972377
660	0.5097948469
661	0.5096200143
662	0.5092127376
663	0.5087844611
664	0.5083948767
665	0.5079160796
666	0.507648415
667	0.5073079163
668	0.5069637042
669	0.5065155155
670	0.5063556987
671	0.5060515155
672	0.5058883504
673	0.5055933706
674	0.5052962079
675	0.5050319011
676	0.5047253517
677	0.5043909128
678	0.5041991311
679	0.503924034
680	0.5034236864
681	0.5031043631
682	0.5028421781
683	0.5024887659
684	0.502014825
685	0.5017893786
686	0.5015316148
687	0.5012794259
688	0.5008784376
689	0.5004070898
690	0.5001447326
691	0.4999420504
692	0.499573854
693	0.4992318477
694	0.4988830634
695	0.4986894012
696	0.498321456
697	0.4979671917
698	0.4974822816
699	0.4971323263
700	0.496882797
701	0.4966079508
702	0.4961542986
703	0.4958502518
704	0.4956620936
705	0.4954291807
706	0.4951339052
707	0.4948651135
708	0.4945352887
709	0.4942576077
710	0.4940927544
711	0.4937222901
712	0.4935611331
713	0.4931417462
714	0.4927787436
715	0.4924499668
716	0.4921533039
717	0.4918322085
718	0.4915564115
719	0.4912999816
720	0.4908927825
721	0.4903989838
722	0.4900295527
723	0.4897204832
724	0.489504152
725	0.4890989141
726	0.4887927751
727	0.4885668817
728	0.4881642665
729	0.4878190966
730	0.4874402218
731	0.4871797045
732	0.4869684525
733	0.4866979334
734	0.4864696044
735	0.4861874382
736	0.4859289046
737	0.4855765886
738	0.4852033493
739	0.4847016574
740	0.4842913013
741	0.4840252061
742	0.4837176666
743	0.4832820756
744	0.4830907373
745	0.4829177351
746	0.4826296447
747	0.4823120415
748	0.4820699091
749	0.4818405013
750	0.4815673961
751	0.4812232529
752	0.4809239945
753	0.4806225302
754	0.4803434248
755	0.4801157283
756	0.4797833725
757	0.4794952276
758	0.4791832357
759	0.4788765527
760	0.4786518178
761	0.4784238148
762	0.4780318103
763	0.4777153824
764	0.4775593972
765	0.4773074643
766	0.4769313679
767	0.4766200422
768	0.4762481868
769	0.4760648231
770	0.475752447
771	0.475525341
772	0.4753693602
773	0.4750748125
774	0.4748706712
775	0.4747248529
776	0.4744252137
777	0.4741102186
778	0.4738458658
779	0.4735854435
780	0.4732137675
781	0.4729095744
782	0.4726115278
783	0.4723419009
784	0.4720115557
785	0.4717391983
786	0.4714765969
787	0.470965765
788	0.4707076942
789	0.470415733
790	0.4700386628
791	0.4696232845
792	0.4693734036
793	0.4691389292
794	0.4688558881
795	0.4687366443
796	0.4683003426
797	0.4679416202
798	0.4674949714
799	0.4672779595
800	0.4669468794
801	0.466675685
802	0.4663925896
803	0.4661276528
804	0.4658930603
805	0.4655985877
806	0.46537648
807	0.4651686521
808	0.4648942789
809	0.4646323532
810	0.4643277038
811	0.4640184558
812	0.4637325749
813	0.4634141075
814	0.4632564871
815	0.4631270388
816	0.4628372969
817	0.4625789757
818	0.4621173438
819	0.4619364464
820	0.4617586036
821	0.4614626224
822	0.4611139372
823	0.4607253801
824	0.4604234191
825	0.4601008258
826	0.4597883936
827	0.459506549
828	0.4592543565
829	0.4588492722
830	0.4585317842
831	0.4582848857
832	0.4579728402
833	0.4578509068
834	0.4577041103
835	0.4573508828
836	0.4570006256
837	0.4567927247
838	0.4565495036
839	0.456321742
840	0.4560898203
841	0.455791878
842	0.4555902638
843	0.4552494129
844	0.4549132745
845	0.4546449486
846	0.4543469496
847	0.4541386842
848	0.4538767606
849	0.4535323783
850	0.4533130194
851	0.453109665
852	0.4527639354
853	0.4525283533
854	0.4522738755
855	0.4520045711
856	0.4517112648
857	0.4513130183
858	0.4509576818
859	0.450701791
860	0.4504040297
861	0.4501436992
862	0.4498498538
863	0.4495893838
864	0.4492790382
865	0.448827588
866	0.4485403627
867	0.4482648557
868	0.4479782554
869	0.4477227933
870	0.4474030923
871	0.4470259236
872	0.4468331328
873	0.4465570806
874	0.446281624
875	0.4459899661
876	0.4457056089
877	0.4454238218
878	0.4450952503
879	0.4446463804
880	0.444242368
881	0.4440701202
882	0.4437317175
883	0.4432991612
884	0.4430323447
885	0.4427408254
886	0.4425005219
887	0.4423503917
888	0.4419906123
889	0.4417522714
890	0.4416018685
891	0.4413271783
892	0.4412284747
893	0.4409680404
894	0.440661232
895	0.4404370833
896	0.4401640883
897	0.4398171777
898	0.439511224
899	0.4392891346
900	0.4391610784
901	0.4388881014
902	0.4387355061
903	0.4384695337
904	0.4381055093
905	0.4377119885
906	0.4373591995
907	0.4369839638
908	0.4367213779
909	0.4365430605
910	0.4362831461
911	0.4361372591
912	0.435811606
913	0.4355775691
914	0.4353546413
915	0.4350616101
916	0.434901876
917	0.4346627272
918	0.4344816895
919	0.4340519191
920	0.4338644156
921	0.4335399215
922	0.4333318388
923	0.4330888861
924	0.4328904128
925	0.4325781606
926	0.4322894086
927	0.4320304165
928	0.431753053
929	0.431392903
930	0.4312143303
931	0.4308511362
932	0.4305295927
933	0.4303438196
934	0.4301335058
935	0.4298718102
936	0.4294467361
937	0.429176837
938	0.4287550723
939	0.4284834415
940	0.4283102369
941	0.4281541789
942	0.4279326934
943	0.4276528335
944	0.4274250702
945	0.4272228433
946	0.4269705064
947	0.4267707593
948	0.4265688893
949	0.426404491
950	0.4261901004
951	0.4259235494
952	0.4256717592
953	0.425447246
954	0.4251743782
955	0.4250737092
956	0.4247870123
957	0.4245996993
958	0.4243874133
959	0.4242619843
960	0.424038502
961	0.423727141
962	0.4235056791
963	0.4232575067
964	0.4229340009
965	0.422762471
966	0.4225313301
967	0.4223756387
968	0.4220559304
969	0.4217591559
970	0.4214514612
971	0.4212325149
972	0.4209909507
973	0.4207222179
974	0.4205494561
975	0.4202297051
976	0.4199463289
977	0.4197681226
978	0.4194823807
979	0.4191658499
980	0.4189642679
981	0.4187271782
982	0.4184770575
983	0.4183480336
984	0.4181324145
985	0.4178275316
986	0.4174821927
987	0.4173130437
988	0.4170497197
989	0.4168801471
990	0.4165169928
991	0.4162569575
992	0.4160756009
993	0.415845874
994	0.4156238961
995	0.4154463532
996	0.415190544
997	0.4149564632
998	0.4147282387
999	0.4145917378

